1,अशोक हल,ASHOK HALL,2,2009-01-26,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),ललितपुर महानगरपालिका-१६,ललितपुर,३
2,चितवन वेकरी उद्योग,Chitwan Bakery Udhyog,2,2039-06-28,प्राइभेट >> बहुल,गुन्जनगर-०९,चितवन,नारायणी
3,थापा ईन्जिनियरिङ्ग ईण्डष्ट्रीज,Thapa Engineering Industries,2,2040-08-25,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),बुटवल न.पा.-,रुपन्देही,लुम्बिनी,2080-03-24
4,अमित ट्रेडिङ्ग कन्सर्न,Amit Trading Concern,2,2040-12-23,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),भैरहवा-७,रुपन्देही,लुम्बिनी
5,शुभलक्ष्मी ढाका विन्दु कपडा उद्योग,SHUBHA LAXMI DHAKA BINDU KAPADA UDHYOG,2,2041-02-04,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),हेटौडा न.पा.-१८,मकवानपुर,नारायणी
6,नेपाल कोल लिमिटेड,Nepal coal Limited,2,2042-02-01,पब्लिक >> सरकारी >> सम्पूर्ण स्वामित्व,बुटवल न.पा.-0, रुपन्देही, 13, पश्चिमाञ्चल बिकास क्षेत्र
7,बागमती कंकृट प्रडक्ट,Bagmati Concrete Product,2,2046-05-11,प्राइभेट >> बहुल,ललितपुर,बागमती,2078-05-17
8,पाँचथर प्रिन्टिङ्ग प्रेश,Pachthar Printing Press,2,2046-11-24,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),फिदिम-१,पाँचथर,मेची
9,स्वतन्त्र प्रकाशन ,Swatranta Prakasan,2,2047-06-21,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),वीरगंज उ.न.पा.-४,पर्सा,नारायणी
10,नेपालगंज पेपर हाउस,NEPALGUNG PAPER HOUSE,2,2048-08-12,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),नेपालगंज न.पा.-,बाके,भेरी,2072-09-27
11,पर्सा टेक्सटाईल इ.,PARSA TEXTILE IN.,2,2049-09-20,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),वीरगंज उ.न.पा.-१७,पर्सा,नारायणी
12,सोमाङ जिव एकेडेमी,Somang Jib Academy,2,2062-09-21,मुनाफा वितरण नगर्ने,जगतपुर-2, चितवन, नारायणी, मध्यमाञ्चल बिकास क्षेत्र
13,केयर्य इनर्जी धनगढी लिमिटेड,Cairn  Energy Dhangari Limited,2,2063-02-23,विदेशी कार्यलय >> विदेशी शाखा कार्यलय,धनगढी न.पा.-,कैलाली,सेती,2074-10-28
1,NEPAL COMMERCIAL CORPORATION,NEPAL COMMERCIAL CORPORATION,1,2008-12-23,प्राइभेट,KATHMANDU
2,जय श्री राइस फ्लोर एणड आयल मिल,Jay Shree Rice Flower And Oil Mill,1,2023-05-02,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),दुहवी-,सुनसरी,कोशी
3,इन्टरनेशनल क्लोठिङ्ग,INTERNATIONAL CLOTHING,1,2031-07-27,पब्लिक >> गैर सरकारी >> Joint Venture between Nepali and foreign company,का.म.न.पा.-,काठमाण्डौ,बाग्मती
4,रंजन इन्टरनेशनल,Ranjan International ,1,2037-11-05,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),हेटौडा न.पा.-,मकवानपुर,नारायणी
5,हिमालय डेरी प्रडक्ट्स,HIMALAYA DAIRY PRODUCTS,1,2039-10-07,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),ललितपुर उप म.न.पा.-१९,ललितपुर,बाग्मती,2079-11-04
6,नबिल बैंक,Nabil Bank,1,2041-01-29,पब्लिक >> सरकारी >> Joint Venture Between government and Public,का.म.न.पा.-१,काठमाण्डौ,बाग्मती,2079-10-29
7,दोभान आसवित्र,Dobhan Aaswitra,1,2045-12-06,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),पाल्पा,लुम्बिनी,2076-09-29
8,युलेन्स एजुकेशन फाउण्डेशन,Ullens Education Foundation,1,2062-09-21,मुनाफा वितरण नगर्ने,ललितपुर उप म.न.पा.-१५,ललितपुर,बाग्मती,2079-10-11
9,केयर्न इनर्जी मलंगवा लिमिटेड,Cairn  Energy Malangawa Limited,1,2063-02-23,विदेशी कार्यलय >> विदेशी शाखा कार्यलय,मलगंवा न.पा.-,सर्लाही,जनकपुर,2074-10-28
1,अशोक हल,ASHOK HALL,2,2009-01-26,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),ललितपुर महानगरपालिका-१६,ललितपुर,३
2,चितवन वेकरी उद्योग,Chitwan Bakery Udhyog,2,2039-06-28,प्राइभेट >> बहुल,गुन्जनगर-०९,चितवन,नारायणी
3,थापा ईन्जिनियरिङ्ग ईण्डष्ट्रीज,Thapa Engineering Industries,2,2040-08-25,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),बुटवल न.पा.-,रुपन्देही,लुम्बिनी,2080-03-24
4,अमित ट्रेडिङ्ग कन्सर्न,Amit Trading Concern,2,2040-12-23,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),भैरहवा-७,रुपन्देही,लुम्बिनी
5,शुभलक्ष्मी ढाका विन्दु कपडा उद्योग,SHUBHA LAXMI DHAKA BINDU KAPADA UDHYOG,2,2041-02-04,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),हेटौडा न.पा.-१८,मकवानपुर,नारायणी
6,नेपाल कोल लिमिटेड,Nepal coal Limited,2,2042-02-01,पब्लिक >> सरकारी >> सम्पूर्ण स्वामित्व,बुटवल न.पा.-0, रुपन्देही, 13, पश्चिमाञ्चल बिकास क्षेत्र
7,बागमती कंकृट प्रडक्ट,Bagmati Concrete Product,2,2046-05-11,प्राइभेट >> बहुल,ललितपुर,बागमती,2078-05-17
8,पाँचथर प्रिन्टिङ्ग प्रेश,Pachthar Printing Press,2,2046-11-24,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),फिदिम-१,पाँचथर,मेची
9,स्वतन्त्र प्रकाशन ,Swatranta Prakasan,2,2047-06-21,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),वीरगंज उ.न.पा.-४,पर्सा,नारायणी
10,नेपालगंज पेपर हाउस,NEPALGUNG PAPER HOUSE,2,2048-08-12,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),नेपालगंज न.पा.-,बाके,भेरी,2072-09-27
11,पर्सा टेक्सटाईल इ.,PARSA TEXTILE IN.,2,2049-09-20,प्राइभेट >> बहुल>>सम्पुर्ण नेपाली स्वामित्व(प्राइभेट),वीरगंज उ.न.पा.-१७,पर्सा,नारायणी
